0
29;619087,0.686447,0,0.313553,0,0,0,0,0,0,0,0
17;424830,0.686447,4.99977e-07,0.313552,0,0,0,0,0,0,0,0
31;599589,0.686447,0,0.313553,0,0,0,0,0,0,0,0
25;114081,0.686447,0,0.313553,0,0,0,0,0,0,0,0
24;87675,0.686447,0,0.313553,0,0,0,0,0,0,0,0
22;1.05466e+06,0.686447,2.99986e-07,0.313552,0,0,0,0,0,0,0,0
13;188937,0.686447,0,0.313553,0,0,0,0,0,0,0,0
9;311908,0.686447,0,0.313553,0,0,0,0,0,0,0,0
6;149960,0.686447,0,0.313553,0,0,0,0,0,0,0,0
34;114434,0.686447,0,0.313553,0,0,0,0,0,0,0,0
30;168493,0.686447,0,0.313553,0,0,0,0,0,0,0,0
5;592163,0.686447,0,0.313553,0,0,0,0,0,0,0,0
7;1.60595e+06,0.686447,0,0.313553,0,0,0,0,0,0,0,0
19;169884,0.686447,0,0.313553,0,0,0,0,0,0,0,0
2;139757,0.686447,0,0.313553,0,0,0,0,0,0,0,0
1;1.2258e+06,0.686447,0,0.313553,0,0,0,0,0,0,0,0
18;147977,0.686447,0,0.313553,0,0,0,0,0,0,0,0
33;83441,0.686447,0,0.313553,0,0,0,0,0,0,0,0
16;212719,0.686447,0,0.313553,0,0,0,0,0,0,0,0
32;712402,0.686447,0,0.313553,0,0,0,0,0,0,0,0
8;130964,0.686447,0,0.313553,0,0,0,0,0,0,0,0
12;199023,0.686447,0,0.313553,0,0,0,0,0,0,0,0
23;173170,0.686447,0,0.313553,0,0,0,0,0,0,0,0
11;507524,0.686447,0,0.313553,0,0,0,0,0,0,0,0
10;155203,0.686447,0,0.313553,0,0,0,0,0,0,0,0
14;472485,0.686447,0,0.313553,0,0,0,0,0,0,0,0
27;108631,0.686447,0,0.313553,0,0,0,0,0,0,0,0
2
4;211498,0.572759,0,0.427241,0,0,0,0,0,0,0,0
3;584361,0.572759,0,0.427241,0,0,0,0,0,0,0,0
26;32689,0.572759,0,0.427241,0,0,0,0,0,0,0,0
28;3.12036e+06,0.572759,5.99972e-07,0.42724,0,0,0,0,0,0,0,0
20;208711,0.572759,0,0.427241,0,0,0,0,0,0,0,0
15;106317,0.572759,0,0.427241,0,0,0,0,0,0,0,0
21;129752,0.572759,0,0.427241,0,0,0,0,0,0,0,0
29;619087,0.572759,0,0.427241,0,0,0,0,0,0,0,0
17;424830,0.572759,4.99977e-07,0.42724,0,0,0,0,0,0,0,0
31;599589,0.572759,0,0.427241,0,0,0,0,0,0,0,0
25;114081,0.572759,0,0.427241,0,0,0,0,0,0,0,0
24;87675,0.572759,0,0.427241,0,0,0,0,0,0,0,0
22;1.05466e+06,0.572759,2.99986e-07,0.42724,0,0,0,0,0,0,0,0
13;188937,0.572759,0,0.427241,0,0,0,0,0,0,0,0
9;311908,0.572759,0,0.427241,0,0,0,0,0,0,0,0
6;149960,0.572759,0,0.427241,0,0,0,0,0,0,0,0
34;114434,0.572759,0,0.427241,0,0,0,0,0,0,0,0
30;168493,0.572759,0,0.427241,0,0,0,0,0,0,0,0
5;592163,0.572759,0,0.427241,0,0,0,0,0,0,0,0
7;1.60595e+06,0.572759,0,0.427241,0,0,0,0,0,0,0,0
19;169884,0.572759,0,0.427241,0,0,0,0,0,0,0,0
2;139757,0.572759,0,0.427241,0,0,0,0,0,0,0,0
1;1.2258e+06,0.572759,0,0.427241,0,0,0,0,0,0,0,0
18;147977,0.572759,0,0.427241,0,0,0,0,0,0,0,0
33;83441,0.572759,0,0.427241,0,0,0,0,0,0,0,0
16;212719,0.572759,0,0.427241,0,0,0,0,0,0,0,0
32;712402,0.572759,0,0.427241,0,0,0,0,0,0,0,0
8;130964,0.572759,0,0.427241,0,0,0,0,0,0,0,0
12;199023,0.572759,0,0.427241,0,0,0,0,0,0,0,0
23;173170,0.572759,0,0.427241,0,0,0,0,0,0,0,0
11;507524,0.572759,0,0.427241,0,0,0,0,0,0,0,0
10;155203,0.572759,0,0.427241,0,0,0,0,0,0,0,0
14;472485,0.572759,0,0.427241,0,0,0,0,0,0,0,0
27;108631,0.572759,0,0.427241,0,0,0,0,0,0,0,0
3
4;211498,0.480075,0,0.519925,0,0,0,0,0,0,0,0
3;584361,0.480075,0,0.519925,0,0,0,0,0,0,0,0
26;32689,0.480075,0,0.519925,0,0,0,0,0,0,0,0
28;3.12036e+06,0.480075,5.99972e-07,0.519924,0,0,0,0,0,0,0,0
20;208711,0.480075,0,0.519925,0,0,0,0,0,0,0,0
15;106317,0.480075,0,0.519925,0,0,0,0,0,0,0,0
21;129752,0.480075,0,0.519925,0,0,0,0,0,0,0,0
29;619087,0.480075,0,0.519925,0,0,0,0,0,0,0,0
17;424830,0.480075,4.99977e-07,0.519924,0,0,0,0,0,0,0,0
31;599589,0.480075,0,0.519925,0,0,0,0,0,0,0,0
25;114081,0.480075,0,0.519925,0,0,0,0,0,0,0,0
24;87675,0.480075,0,0.519925,0,0,0,0,0,0,0,0
22;1.05466e+06,0.480075,2.99986e-07,0.519924,0,0,0,0,0,0,0,0
13;188937,0.480075,0,0.519925,0,0,0,0,0,0,0,0
9;311908,0.480075,0,0.519925,0,0,0,0,0,0,0,0
6;149960,0.480075,0,0.519925,0,0,0,0,0,0,0,0
34;114434,0.480075,0,0.519925,0,0,0,0,0,0,0,0
30;168493,0.480075,0,0.519925,0,0,0,0,0,0,0,0
5;592163,0.480075,0,0.519925,0,0,0,0,0,0,0,0
7;1.60595e+06,0.480075,0,0.519925,0,0,0,0,0,0,0,0
19;169884,0.480075,0,0.519925,0,0,0,0,0,0,0,0
2;139757,0.480075,0,0.519925,0,0,0,0,0,0,0,0
1;1.2258e+06,0.480075,0,0.519925,0,0,0,0,0,0,0,0
18;147977,0.480075,0,0.519925,0,0,0,0,0,0,0,0
33;83441,0.480075,0,0.519925,0,0,0,0,0,0,0,0
16;212719,0.480075,0,0.519925,0,0,0,0,0,0,0,0
32;712402,0.480075,0,0.519925,0,0,0,0,0,0,0,0
8;130964,0.480075,0,0.519925,0,0,0,0,0,0,0,0
12;199023,0.480075,0,0.519925,0,0,0,0,0,0,0,0
23;173170,0.480075,0,0.519925,0,0,0,0,0,0,0,0
11;507524,0.480075,0,0.519925,0,0,0,0,0,0,0,0
10;155203,0.480075,0,0.519925,0,0,0,0,0,0,0,0
14;472485,0.480075,0,0.519925,0,0,0,0,0,0,0,0
27;108631,0.480075,0,0.519925,0,0,0,0,0,0,0,0
4
4;211498,0.404161,0,0.595839,0,0,0,0,0,0,0,0
3;584361,0.404161,0,0.595839,0,0,0,0,0,0,0,0
26;32689,0.404161,0,0.595839,0,0,0,0,0,0,0,0
28;3.12036e+06,0.404161,5.99972e-07,0.595839,0,0,0,0,0,0,0,0
20;208711,0.404161,0,0.595839,0,0,0,0,0,0,0,0
15;106317,0.404161,0,0.595839,0,0,0,0,0,0,0,0
21;129752,0.404161,0,0.595839,0,0,0,0,0,0,0,0
29;619087,0.404161,0,0.595839,0,0,0,0,0,0,0,0
17;424830,0.404161,4.99977e-07,0.595839,0,0,0,0,0,0,0,0
31;599589,0.404161,0,0.595839,0,0,0,0,0,0,0,0
25;114081,0.404161,0,0.595839,0,0,0,0,0,0,0,0
24;87675,0.404161,0,0.595839,0,0,0,0,0,0,0,0
22;1.05466e+06,0.404161,2.99986e-07,0.595839,0,0,0,0,0,0,0,0
13;188937,0.404161,0,0.595839,0,0,0,0,0,0,0,0
9;311908,0.404161,0,0.595839,0,0,0,0,0,0,0,0
6;149960,0.404161,0,0.595839,0,0,0,0,0,0,0,0
34;114434,0.404161,0,0.595839,0,0,0,0,0,0,0,0
30;168493,0.404161,0,0.595839,0,0,0,0,0,0,0,0
5;592163,0.404161,0,0.595839,0,0,0,0,0,0,0,0
7;1.60595e+06,0.404161,0,0.595839,0,0,0,0,0,0,0,0
19;169884,0.404161,0,0.595839,0,0,0,0,0,0,0,0
2;139757,0.404161,0,0.595839,0,0,0,0,0,0,0,0
1;1.2258e+06,0.404161,0,0.595839,0,0,0,0,0,0,0,0
18;147977,0.404161,0,0.595839,0,0,0,0,0,0,0,0
33;83441,0.404161,0,0.595839,0,0,0,0,0,0,0,0
16;212719,0.404161,0,0.595839,0,0,0,0,0,0,0,0
32;712402,0.404161,0,0.595839,0,0,0,0,0,0,0,0
8;130964,0.404161,0,0.595839,0,0,0,0,0,0,0,0
12;199023,0.404161,0,0.595839,0,0,0,0,0,0,0,0
23;173170,0.404161,0,0.595839,0,0,0,0,0,0,0,0
11;507524,0.404161,0,0.595839,0,0,0,0,0,0,0,0
10;155203,0.404161,0,0.595839,0,0,0,0,0,0,0,0
14;472485,0.404161,0,0.595839,0,0,0,0,0,0,0,0
27;108631,0.404161,0,0.595839,0,0,0,0,0,0,0,0
5
4;211498,0.341691,0,0.658309,0,0,0,0,0,0,0,0
3;584361,0.341691,0,0.658309,0,0,0,0,0,0,0,0
26;32689,0.341691,0,0.658309,0,0,0,0,0,0,0,0
28;3.12036e+06,0.341691,5.1487e-07,0.658308,0,8.51024e-08,0,0,8.51024e-08,0,0,0
20;208711,0.341691,0,0.658309,0,0,0,0,0,0,0,0
15;106317,0.341691,0,0.658309,0,0,0,0,0,0,0,0
21;129752,0.341691,0,0.658309,0,0,0,0,0,0,0,0
29;619087,0.341691,0,0.658309,0,0,0,0,0,0,0,0
17;424830,0.341691,4.29058e-07,0.658308,0,7.09187e-08,0,0,7.09187e-08,0,0,0
31;599589,0.341691,0,0.658309,0,0,0,0,0,0,0,0
25;114081,0.341691,0,0.658309,0,0,0,0,0,0,0,0
24;87675,0.341691,0,0.658309,0,0,0,0,0,0,0,0
22;1.05466e+06,0.341691,2.57435e-07,0.658308,0,4.25512e-08,0,0,4.25512e-08,0,0,0
13;188937,0.341691,0,0.658309,0,0,0,0,0,0,0,0
9;311908,0.341691,0,0.658309,0,0,0,0,0,0,0,0
6;149960,0.341691,0,0.658309,0,0,0,0,0,0,0,0
34;114434,0.341691,0,0.658309,0,0,0,0,0,0,0,0
30;168493,0.341691,0,0.658309,0,0,0,0,0,0,0,0
5;592163,0.341691,0,0.658309,0,0,0,0,0,0,0,0
7;1.60595e+06,0.341691,0,0.658309,0,0,0,0,0,0,0,0
19;169884,0.341691,0,0.658309,0,0,0,0,0,0,0,0
2;139757,0.341691,0,0.658309,0,0,0,0,0,0,0,0
1;1.2258e+06,0.341691,0,0.658309,0,0,0,0,0,0,0,0
18;147977,0.341691,0,0.658309,0,0,0,0,0,0,0,0
33;83441,0.341691,0,0.658309,0,0,0,0,0,0,0,0
16;212719,0.341691,0,0.658309,0,0,0,0,0,0,0,0
32;712402,0.341691,0,0.658309,0,0,0,0,0,0,0,0
8;130964,0.341691,0,0.658309,0,0,0,0,0,0,0,0
12;199023,0.341691,0,0.658309,0,0,0,0,0,0,0,0
23;173170,0.341691,0,0.658309,0,0,0,0,0,0,0,0
11;507524,0.341691,0,0.658309,0,0,0,0,0,0,0,0
10;155203,0.341691,0,0.658309,0,0,0,0,0,0,0,0
14;472485,0.341691,0,0.658309,0,0,0,0,0,0,0,0
27;108631,0.341691,0,0.658309,0,0,0,0,0,0,0,0
6
4;211498,0.290047,0,0.709953,0,0,0,0,0,0,0,0
3;584361,0.290047,0,0.709953,0,0,0,0,0,0,0,0
26;32689,0.290047,0,0.709953,0,0,0,0,0,0,0,0
28;3.12036e+06,0.290047,5.2338e-07,0.709953,0,1.39001e-07,0,6.31176e-08,5.46074e-08,0,7.09187e-10,0
20;208711,0.290047,6.38268e-09,0.709953,0,0,0,6.38268e-09,0,0,0,0
15;106317,0.290047,4.96431e-09,0.709953,0,0,0,4.96431e-09,0,0,0,0
21;129752,0.290047,0,0.709953,0,0,0,0,0,0,0,0
29;619087,0.290047,0,0.709953,0,0,0,0,0,0,0,0
17;424830,0.290047,4.3615e-07,0.709953,0,1.16307e-07,0,5.3189e-08,4.5388e-08,0,0,0
31;599589,0.290047,0,0.709953,0,0,0,0,0,0,0,0
25;114081,0.290047,0,0.709953,0,0,0,0,0,0,0,0
24;87675,0.290047,0,0.709953,0,0,0,0,0,0,0,0
22;1.05466e+06,0.290047,2.6169e-07,0.709953,0,6.95003e-08,0,3.19134e-08,2.76583e-08,0,0,0
13;188937,0.290047,0,0.709953,0,0,0,0,0,0,0,0
9;311908,0.290047,0,0.709953,0,0,0,0,0,0,0,0
6;149960,0.290047,0,0.709953,0,0,0,0,0,0,0,0
34;114434,0.290047,0,0.709953,0,0,0,0,0,0,0,0
30;168493,0.290047,0,0.709953,0,0,0,0,0,0,0,0
5;592163,0.290047,0,0.709953,0,0,0,0,0,0,0,0
7;1.60595e+06,0.290047,7.80106e-09,0.709953,0,0,0,7.80106e-09,0,0,0,0
19;169884,0.290047,0,0.709953,0,0,0,0,0,0,0,0
2;139757,0.290047,0,0.709953,0,0,0,0,0,0,0,0
1;1.2258e+06,0.290047,1.27654e-08,0.709953,0,0,0,1.27654e-08,0,0,0,0
18;147977,0.290047,0,0.709953,0,0,0,0,0,0,0,0
33;83441,0.290047,0,0.709953,0,0,0,0,0,0,0,0
16;212719,0.290047,0,0.709953,0,0,0,0,0,0,0,0
32;712402,0.290047,2.83675e-09,0.709953,0,0,0,2.83675e-09,0,0,0,0
8;130964,0.290047,0,0.709953,0,0,0,0,0,0,0,0
12;199023,0.290047,0,0.709953,0,0,0,0,0,0,0,0
23;173170,0.290047,8.51024e-09,0.709953,0,0,0,8.51024e-09,0,0,0,0
11;507524,0.290047,0,0.709953,0,0,0,0,0,0,0,0
10;155203,0.290047,0,0.709953,0,0,0,0,0,0,0,0
14;472485,0.290047,0,0.709953,0,0,0,0,0,0,0,0
27;108631,0.290047,7.09187e-10,0.709953,0,0,0,7.09187e-10,0,0,0,0
7
4;211498,0.247157,0,0.752843,0,0,0,0,0,0,0,0
3;584361,0.247157,0,0.752843,0,0,0,0,0,0,0,0
26;32689,0.247157,0,0.752843,0,0,0,0,0,0,0,0
28;3.12036e+06,0.247156,5.92171e-07,0.752843,0,1.73751e-07,0,1.03541e-07,3.47502e-08,0,1.41837e-09,0
20;208711,0.247157,1.63113e-08,0.752843,0,0,0,9.92862e-09,0,0,0,0
15;106317,0.247157,1.27654e-08,0.752843,0,0,0,7.80106e-09,0,0,0,0
21;129752,0.247157,0,0.752843,0,0,0,0,0,0,0,0
29;619087,0.247157,0,0.752843,0,0,0,0,0,0,0,0
17;424830,0.247156,4.93594e-07,0.752843,0,1.44674e-07,0,8.65208e-08,2.90767e-08,0,7.09187e-10,0
31;599589,0.247157,0,0.752843,0,0,0,0,0,0,0,0
25;114081,0.247157,0,0.752843,0,0,0,0,0,0,0,0
24;87675,0.247157,0,0.752843,0,0,0,0,0,0,0,0
22;1.05466e+06,0.247157,2.9644e-07,0.752843,0,8.65208e-08,0,5.17706e-08,1.77297e-08,0,7.09187e-10,0
13;188937,0.247157,0,0.752843,0,0,0,0,0,0,0,0
9;311908,0.247157,0,0.752843,0,0,0,0,0,0,0,0
6;149960,0.247157,0,0.752843,0,0,0,0,0,0,0,0
34;114434,0.247157,0,0.752843,0,0,0,0,0,0,0,0
30;168493,0.247157,0,0.752843,0,0,0,0,0,0,0,0
5;592163,0.247157,0,0.752843,0,0,0,0,0,0,0,0
7;1.60595e+06,0.247157,2.12756e-08,0.752843,0,0,0,1.27654e-08,0,0,0,0
19;169884,0.247157,0,0.752843,0,0,0,0,0,0,0,0
2;139757,0.247157,0,0.752843,0,0,0,0,0,0,0,0
1;1.2258e+06,0.247157,3.4041e-08,0.752843,0,0,0,2.12756e-08,0,0,0,0
18;147977,0.247157,0,0.752843,0,0,0,0,0,0,0,0
33;83441,0.247157,0,0.752843,0,0,0,0,0,0,0,0
16;212719,0.247157,0,0.752843,0,0,0,0,0,0,0,0
32;712402,0.247157,6.38268e-09,0.752843,0,0,0,4.25512e-09,0,0,0,0
8;130964,0.247157,0,0.752843,0,0,0,0,0,0,0,0
12;199023,0.247157,0,0.752843,0,0,0,0,0,0,0,0
23;173170,0.247157,2.19848e-08,0.752843,0,0,0,1.34746e-08,0,0,0,0
11;507524,0.247157,0,0.752843,0,0,0,0,0,0,0,0
10;155203,0.247157,0,0.752843,0,0,0,0,0,0,0,0
14;472485,0.247157,0,0.752843,0,0,0,0,0,0,0,0
27;108631,0.247157,1.41837e-09,0.752843,0,0,0,7.09187e-10,0,0,0,0
8
4;211498,0.211377,0,0.788623,0,0,0,0,0,0,0,0
3;584361,0.211377,0,0.788623,0,0,0,0,0,0,0,0
26;32689,0.211377,0,0.788623,0,0,0,0,0,0,0,0
28;3.12036e+06,0.211377,6.98549e-07,0.788622,0,1.95026e-07,0,1.28363e-07,2.2694e-08,0,2.12756e-09,0
20;208711,0.211377,2.83675e-08,0.788623,0,0,0,1.27654e-08,0,0,0,0
15;106317,0.211377,2.2694e-08,0.788623,0,0,0,9.92862e-09,0,0,0,0
21;129752,0.211377,0,0.788623,0,0,0,0,0,0,0,0
29;619087,0.211377,0,0.788623,0,0,0,0,0,0,0,0
17;424830,0.211377,5.82242e-07,0.788622,0,1.62404e-07,0,1.07087e-07,1.84389e-08,0,1.41837e-09,0
31;599589,0.211377,0,0.788623,0,0,0,0,0,0,0,0
25;114081,0.211377,0,0.788623,0,0,0,0,0,0,0,0
24;87675,0.211377,0,0.788623,0,0,0,0,0,0,0,0
22;1.05466e+06,0.211377,3.49629e-07,0.788622,0,9.71586e-08,0,6.4536e-08,1.1347e-08,0,7.09187e-10,0
13;188937,0.211377,0,0.788623,0,0,0,0,0,0,0,0
9;311908,0.211377,0,0.788623,0,0,0,0,0,0,0,0
6;149960,0.211377,0,0.788623,0,0,0,0,0,0,0,0
34;114434,0.211377,0,0.788623,0,0,0,0,0,0,0,0
30;168493,0.211377,0,0.788623,0,0,0,0,0,0,0,0
5;592163,0.211377,0,0.788623,0,0,0,0,0,0,0,0
7;1.60595e+06,0.211377,3.68777e-08,0.788623,0,0,0,1.63113e-08,0,0,0,0
19;169884,0.211377,0,0.788623,0,0,0,0,0,0,0,0
2;139757,0.211377,0,0.788623,0,0,0,0,0,0,0,0
1;1.2258e+06,0.211377,6.02809e-08,0.788623,0,0,0,2.62399e-08,0,0,0,0
18;147977,0.211377,0,0.788623,0,0,0,0,0,0,0,0
33;83441,0.211377,0,0.788623,0,0,0,0,0,0,0,0
16;212719,0.211377,0,0.788623,0,0,0,0,0,0,0,0
32;712402,0.211377,1.1347e-08,0.788623,0,0,0,4.96431e-09,0,0,0,0
8;130964,0.211377,0,0.788623,0,0,0,0,0,0,0,0
12;199023,0.211377,0,0.788623,0,0,0,0,0,0,0,0
23;173170,0.211377,3.82961e-08,0.788623,0,0,0,1.70205e-08,0,0,0,0
11;507524,0.211377,0,0.788623,0,0,0,0,0,0,0,0
10;155203,0.211377,0,0.788623,0,0,0,0,0,0,0,0
14;472485,0.211377,0,0.788623,0,0,0,0,0,0,0,0
27;108631,0.211377,2.83675e-09,0.788623,0,0,0,1.41837e-09,0,0,0,0
9
4;211498,0.1814,0,0.8186,0,0,0,0,0,0,0,0
3;584361,0.1814,0,0.8186,0,0,0,0,0,0,0,0
26;32689,0.1814,0,0.8186,0,0,0,0,0,0,0,0
28;3.12036e+06,0.181399,8.2833e-07,0.8186,0,2.08501e-07,0,1.44674e-07,1.48929e-08,0,2.83675e-09,0
20;208711,0.1814,4.25512e-08,0.8186,0,0,0,1.41837e-08,0,0,0,0
15;106317,0.1814,3.33318e-08,0.8186,0,0,0,1.1347e-08,0,0,0,0
21;129752,0.1814,0,0.8186,0,0,0,0,0,0,0,0
29;619087,0.1814,0,0.8186,0,0,0,0,0,0,0,0
17;424830,0.181399,6.90748e-07,0.8186,0,1.73751e-07,0,1.20562e-07,1.20562e-08,0,2.12756e-09,0
31;599589,0.1814,0,0.8186,0,0,0,0,0,0,0,0
25;114081,0.1814,0,0.8186,0,0,0,0,0,0,0,0
24;87675,0.1814,0,0.8186,0,0,0,0,0,0,0,0
22;1.05466e+06,0.181399,4.14165e-07,0.8186,0,1.0425e-07,0,7.23371e-08,7.09187e-09,0,1.41837e-09,0
13;188937,0.1814,0,0.8186,0,0,0,0,0,0,0,0
9;311908,0.1814,0,0.8186,0,0,0,0,0,0,0,0
6;149960,0.1814,0,0.8186,0,0,0,0,0,0,0,0
34;114434,0.1814,0,0.8186,0,0,0,0,0,0,0,0
30;168493,0.1814,0,0.8186,0,0,0,0,0,0,0,0
5;592163,0.1814,0,0.8186,0,0,0,0,0,0,0,0
7;1.60595e+06,0.1814,5.53166e-08,0.8186,0,0,0,1.84389e-08,0,0,0,0
19;169884,0.1814,0,0.8186,0,0,0,0,0,0,0,0
2;139757,0.1814,0,0.8186,0,0,0,0,0,0,0,0
1;1.2258e+06,0.1814,8.93576e-08,0.8186,0,0,0,2.90767e-08,0,0,0,0
18;147977,0.1814,0,0.8186,0,0,0,0,0,0,0,0
33;83441,0.1814,0,0.8186,0,0,0,0,0,0,0,0
16;212719,0.1814,0,0.8186,0,0,0,0,0,0,0,0
32;712402,0.1814,1.70205e-08,0.8186,0,0,0,5.6735e-09,0,0,0,0
8;130964,0.1814,0,0.8186,0,0,0,0,0,0,0,0
12;199023,0.1814,0,0.8186,0,0,0,0,0,0,0,0
23;173170,0.1814,5.74441e-08,0.8186,0,0,0,1.9148e-08,0,0,0,0
11;507524,0.1814,0,0.8186,0,0,0,0,0,0,0,0
10;155203,0.1814,0,0.8186,0,0,0,0,0,0,0,0
14;472485,0.1814,0,0.8186,0,0,0,0,0,0,0,0
27;108631,0.1814,4.25512e-09,0.8186,0,0,0,1.41837e-09,0,0,0,0
10
4;211498,0.156177,0,0.843823,0,0,0,0,0,0,0,0
3;584361,0.156177,0,0.843823,0,0,0,0,0,0,0,0
26;32689,0.156177,0,0.843823,0,0,0,0,0,0,0,0
28;3.12036e+06,0.156177,9.71586e-07,0.843822,0,2.17011e-07,0,1.53184e-07,9.92862e-09,0,4.25512e-09,0
20;208711,0.156177,5.74441e-08,0.843823,0,0,0,1.48929e-08,0,0,0,0
15;106317,0.156177,4.5388e-08,0.843823,0,0,0,1.1347e-08,0,0,0,0
21;129752,0.156177,0,0.843823,0,0,0,0,0,0,0,0
29;619087,0.156177,0,0.843823,0,0,0,0,0,0,0,0
17;424830,0.156177,8.09892e-07,0.843822,0,1.80843e-07,0,1.27654e-07,7.80106e-09,0,3.54593e-09,0
31;599589,0.156177,0,0.843823,0,0,0,0,0,0,0,0
25;114081,0.156177,0,0.843823,0,0,0,0,0,0,0,0
24;87675,0.156177,0,0.843823,0,0,0,0,0,0,0,0
22;1.05466e+06,0.156177,4.85793e-07,0.843822,0,1.08506e-07,0,7.65922e-08,4.96431e-09,0,2.12756e-09,0
13;188937,0.156177,0,0.843823,0,0,0,0,0,0,0,0
9;311908,0.156177,0,0.843823,0,0,0,0,0,0,0,0
6;149960,0.156177,0,0.843823,0,0,0,0,0,0,0,0
34;114434,0.156177,0,0.843823,0,0,0,0,0,0,0,0
30;168493,0.156177,0,0.843823,0,0,0,0,0,0,0,0
