time,susceptible,exposed,vaccinatedD1,vaccinatedD2,infected,recovered,new_exposed,new_infected,new_recovered,deaths,booster1,error
30,0.0119561893876222,3.4310083094312027e-06,0.6819815216656402,0.3060578488183372,9.418454182752322e-07,3.363733636697258e-07,6.054720546055064e-07,1.345493454678903e-07,6.727467273394515e-08,0.0,0.0,1.000000269098691
31,0.010645476938746746,3.969205691302764e-06,0.5744385171720284,0.41491028754204246,1.0091200910091773e-06,3.363733636697258e-07,6.054720546055064e-07,1.345493454678903e-07,6.727467273394515e-08,0.0,0.0,0.9999995963519638
32,0.009484787010067991,4.5746777459082705e-06,0.48589758036548314,0.5046113088052119,1.0763947637431225e-06,4.709227091376161e-07,6.727467273394515e-07,1.345493454678903e-07,6.727467273394515e-08,0.0,0.0,0.9999997981759818
33,0.008455686341256832,5.247424473247722e-06,0.41265920971769193,0.5788780401004142,1.1436694364770676e-06,5.381973818715612e-07,6.727467273394515e-07,1.345493454678903e-07,6.727467273394515e-08,0.0,0.0,0.9999998654506547
34,0.0075424326588935265,5.7183471823853375e-06,0.35179924430360116,0.6406502500767772,1.4127681274128483e-06,5.381973818715612e-07,7.400214000733967e-07,1.345493454678903e-07,6.727467273394515e-08,6.727467273394515e-08,0.0,0.9999996636266363
35,0.006731840127122222,6.458368582458735e-06,0.30099724611127165,0.6922621680541508,1.6145921456146837e-06,6.054720546055064e-07,8.74570745541287e-07,1.345493454678903e-07,6.727467273394515e-08,6.727467273394515e-08,0.0,1.0
36,0.006010857459432532,7.131115309798186e-06,0.2584067944728474,0.7355727277895191,1.749141491082574e-06,7.400214000733967e-07,1.0091200910091773e-06,2.690986909357806e-07,6.727467273394515e-08,6.727467273394515e-08,0.0,1.0000000672746727
37,0.005369729828278034,7.871136709871582e-06,0.22254899025761826,0.7720703141424481,2.0182401820183546e-06,9.418454182752322e-07,1.0763947637431225e-06,3.363733636697258e-07,6.727467273394515e-08,6.727467273394515e-08,0.0,0.9999999327253273
38,0.004799106054148712,8.74570745541287e-06,0.19223757916126646,0.802950868970129,2.2873388729541353e-06,1.0763947637431225e-06,1.2109441092110128e-06,4.0364803640367093e-07,6.727467273394515e-08,6.727467273394515e-08,0.0,0.9999997309013091
39,0.004290845901643756,9.687552873688102e-06,0.16651631898555175,0.8291791783542395,2.4891628911559705e-06,1.1436694364770676e-06,1.4127681274128483e-06,4.709227091376161e-07,6.727467273394515e-08,6.727467273394515e-08,0.0,0.999999730901309
40,0.003837952804798837,1.0898496982899114e-05,0.14460879273245164,0.8515376467386753,2.8928109275596414e-06,1.345493454678903e-06,1.5473174728807386e-06,4.709227091376161e-07,1.345493454678903e-07,6.727467273394515e-08,0.0,0.9999995963519636
41,0.003433968395031496,1.2311265110311963e-05,0.12588571311321284,0.8706631634502086,3.094634945761477e-06,1.5473174728807386e-06,1.6818668183486289e-06,5.381973818715612e-07,1.345493454678903e-07,6.727467273394515e-08,0.0,0.9999998654506546
42,0.003073779797213954,1.3656758564990865e-05,0.10983081428927503,0.8870768381038364,3.565557654899093e-06,1.6818668183486289e-06,1.8164161638165192e-06,6.054720546055064e-07,1.345493454678903e-07,6.727467273394515e-08,0.0,1.0000004036480363
43,0.0027520723122002283,1.4800428001467933e-05,0.09602127494250538,0.9012055957727286,3.969205691302764e-06,1.8836908365504643e-06,1.8836908365504643e-06,6.727467273394515e-07,1.345493454678903e-07,1.345493454678903e-07,0.0,0.999999730901309
44,0.0024650112836444842,1.634774547434867e-05,0.08410901591617845,0.9134024939393929,4.641952418642215e-06,2.152789527486245e-06,2.152789527486245e-06,7.400214000733967e-07,1.345493454678903e-07,1.345493454678903e-07,0.0,0.9999997981759818
45,0.0022083584071644837,1.7962337619963357e-05,0.07380556341361108,0.9239601774302219,5.180149800513776e-06,2.4218882184220256e-06,2.4218882184220256e-06,7.400214000733967e-07,2.0182401820183546e-07,1.345493454678903e-07,0.0,0.9999997981759818
46,0.0019789517731417304,1.9913303129247764e-05,0.06487054502912488,0.9331217096378033,5.852896527853228e-06,2.8255362548256965e-06,2.8255362548256965e-06,8.74570745541287e-07,2.690986909357806e-07,1.345493454678903e-07,0.0,0.9999999327253273
47,0.0017738985706486658,2.1864268638532175e-05,0.05710422225937279,0.9410897891510844,6.458368582458735e-06,3.094634945761477e-06,3.094634945761477e-06,1.0763947637431225e-06,3.363733636697258e-07,1.345493454678903e-07,0.0,0.9999994618026181
48,0.0015902387140849955,2.42861568569542e-05,0.0503387447958836,0.9480351590894642,7.063840637064241e-06,3.6328323276330384e-06,3.498282982165148e-06,1.1436694364770676e-06,4.709227091376161e-07,2.0182401820183546e-07,0.0,0.9999993272532727
49,0.0014263576113051051,2.6842594420844115e-05,0.044432768551243285,0.9541012490552113,7.871136709871582e-06,3.969205691302764e-06,3.9019310185688186e-06,1.2109441092110128e-06,4.709227091376161e-07,2.690986909357806e-07,0.0,0.9999993272532727
50,0.001279429726054169,3.000450403933954e-05,0.03926789010144011,0.9594092880085924,8.678432782678925e-06,4.507403073174325e-06,4.30557905497249e-06,1.345493454678903e-06,4.709227091376161e-07,3.363733636697258e-07,0.0,1.0000001345493454
51,0.0011478404661865722,3.316641365783496e-05,0.034742121042609424,0.9640616680015083,9.553003528220212e-06,5.112875127779832e-06,4.776501764110106e-06,1.4800428001467934e-06,6.054720546055064e-07,4.709227091376161e-07,0.0,0.9999999327253273
52,0.0010298406902112323,3.673197131273405e-05,0.030770560737760973,0.9681458461085134,1.069667296469728e-05,5.852896527853228e-06,5.112875127779832e-06,1.6145921456146837e-06,6.727467273394515e-07,4.709227091376161e-07,0.0,1.0
53,0.0009243540033644064,4.0701177004036816e-05,0.027279476145578355,0.9717364972163423,1.1974891746642236e-05,6.525643255192679e-06,5.852896527853228e-06,1.8164161638165192e-06,6.727467273394515e-07,4.709227091376161e-07,0.0,1.0
54,0.0008299676375186813,4.5208580077211144e-05,0.024206638193782676,0.9748971286160557,1.3118561183119304e-05,7.400214000733967e-06,6.3910939097247895e-06,2.0855148547522996e-06,7.400214000733967e-07,6.054720546055064e-07,0.0,1.0000000672746727
55,0.0007448651765102407,4.985053249585336e-05,0.021498294418859514,0.9776835110113502,1.4464054637798208e-05,8.342059419009198e-06,7.131115309798186e-06,2.2873388729541353e-06,8.072960728073419e-07,6.054720546055064e-07,0.0,0.9999999327253272
56,0.0006689120709936166,5.5434330332770806e-05,0.01910782347260424,0.9801415930037032,1.6145921456146837e-05,9.082080819082596e-06,7.871136709871582e-06,2.556437563889916e-06,1.0091200910091773e-06,6.727467273394515e-07,0.0,0.9999996636266364
57,0.0006007628275141302,6.148905087882587e-05,0.016995936946140232,0.982312681242173,1.789506294722941e-05,1.0158475582825718e-05,8.74570745541287e-06,2.8255362548256965e-06,1.0763947637431225e-06,7.400214000733967e-07,0.0,0.9999996636266363
58,0.000539610149998974,6.821651815222039e-05,0.01512778655899131,0.9842320276552725,1.9509655092844095e-05,1.1638518382972511e-05,9.822102219155991e-06,3.161909618495422e-06,1.2109441092110128e-06,8.072960728073419e-07,0.0,0.9999995963519636
59,0.00048471401704807483,7.588583084389013e-05,0.013473973279172737,0.9859301749444227,2.1796993965798228e-05,1.291673716491747e-05,1.083122231016517e-05,3.4310083094312027e-06,1.345493454678903e-06,8.74570745541287e-07,0.0,1.0000003363733636
60,0.0004351998579158912,8.389151689922961e-05,0.012008259984318273,0.987433091133299,2.401705816601842e-05,1.4329505292330317e-05,1.1974891746642236e-05,3.834656345834874e-06,1.4127681274128483e-06,1.0763947637431225e-06,0.0,0.9999998654506546
61,0.00039147132063882686,9.277177370011036e-05,0.010707706011025647,0.9887641878080129,2.6573495729908333e-05,1.6011372110678946e-05,1.3454934546789031e-05,4.30557905497249e-06,1.5473174728807386e-06,1.2109441092110128e-06,0.0,0.9999999327253273
62,0.0003515101650348634,0.00010245932657379847,0.009553541725602082,0.9899437146450571,2.9600856002935866e-05,1.776051360176152e-05,1.4531329310532153e-05,4.776501764110106e-06,1.749141491082574e-06,1.278218781944958e-06,0.0,0.9999998654506546
63,0.0003160564125040743,0.00011349237290216548,0.008528006614445824,0.9909883557632698,3.276276562143129e-05,1.9778753783779873e-05,1.621319612888078e-05,5.247424473247722e-06,1.8836908365504643e-06,1.4127681274128483e-06,0.0,0.9999998654506546
64,0.00028403366828271643,0.0001254672646488077,0.007615896601518995,0.9919144589081254,3.632832327633038e-05,2.193154331126612e-05,1.7962337619963357e-05,5.852896527853228e-06,2.22006420022019e-06,1.5473174728807386e-06,0.0,0.9999996636266365
65,0.0002553746576980558,0.00013892219919559674,0.0068044294990021485,0.9927342680700612,4.036480364036709e-05,2.442070620242209e-05,1.9913303129247764e-05,6.458368582458735e-06,2.35461354568808e-06,1.6818668183486289e-06,0.0,0.9999994618026181
66,0.00022947390869548692,0.0001543280992516702,0.006082034063185046,0.9934602290635332,4.453583334987169e-05,2.704441843904595e-05,2.2133367329467956e-05,7.131115309798186e-06,2.758261582091751e-06,1.9509655092844093e-06,0.0,0.9999995963519634
67,0.00020646597062047768,0.00017081039407148673,0.00543855181848486,0.9941023658147787,4.937960978671574e-05,3.0206328057541373e-05,2.4622530220623926e-05,7.803862037137637e-06,2.8928109275596414e-06,2.152789527486245e-06,0.0,0.9999999327253273
68,0.0001854762727274868,0.00018944547841878956,0.004864631585391574,0.9946692894819077,5.4694308932697405e-05,3.3368237676036793e-05,2.731351712998173e-05,8.74570745541287e-06,3.2964589639633124e-06,2.4218882184220256e-06,0.0,0.9999993272532727
69,0.00016690846305291793,0.00020969515491170703,0.004353007699249921,0.9951694093990118,6.074902947875247e-05,3.713561934913772e-05,3.0340877403009264e-05,9.889376891889937e-06,3.6328323276330384e-06,2.758261582091751e-06,0.0,0.9999996636266363
70,0.00015008979486943162,0.00023263581831398233,0.0038965490447501034,0.9956090493853281,6.740922207941304e-05,4.1172099713174436e-05,3.377188571244047e-05,1.1167595673834895e-05,4.103755036770655e-06,2.960085600293587e-06,0.0,0.9999998654506546
71,0.00013495299350429398,0.00025786382058921176,0.0034890663520005974,0.9959943314360754,7.4809436080147e-05,4.554495344088087e-05,3.767381673100928e-05,1.2109441092110127e-05,4.507403073174325e-06,3.3637336366972577e-06,0.0,0.9999999327253273
72,0.00012176715764844073,0.000285782809773799,0.0031249085484917525,0.9963303684263815,8.26805727900186e-05,5.059055389592675e-05,4.1575747749578104e-05,1.3454934546789031e-05,4.978325782311941e-06,3.7001070003669833e-06,0.0,0.9999997981759817
73,0.00010932134319266087,0.0003169309832496156,0.0027997700551685954,0.9966219368580104,9.142628024543146e-05,5.6107077060110256e-05,4.6150425495486376e-05,1.4867702674201879e-05,5.583797836917448e-06,4.103755036770655e-06,0.0,0.9999995963519636
74,9.84901208824957e-05,0.00035171198905306524,0.0025090089196124843,0.9968728713873081,0.0001013156571373214,6.202724826069743e-05,5.1128751277798316e-05,1.634774547434867e-05,6.256544564256899e-06,4.5746777459082705e-06,0.0,1.0
75,8.853346931787182e-05,0.000390058552511414,0.002248992309495786,0.9970859975505292,0.00011221415412022051,6.895653955229378e-05,5.671254911471576e-05,1.816416163816519e-05,6.79474194612846e-06,4.978325782311941e-06,0.0,0.999999730901309
76,7.972048718972501e-05,0.00043277796969746915,0.002016491040527272,0.997264544531965,0.00012418904586686274,7.642402822576169e-05,6.290181900623872e-05,2.024967649291749e-05,7.400214000733967e-06,5.651072509651393e-06,0.0,0.9999997981759816
77,7.178207580711948e-05,0.00048000478995669865,0.0018082759284157117,0.9974110014945069,0.00013777852975911968,8.496791166297272e-05,6.956201160689929e-05,2.246974069313768e-05,8.274784746275253e-06,6.323819236990844e-06,0.0,1.0000001345493457
78,6.458368582458735e-05,0.0005324790346891759,0.0016218578102699496,0.9975271175796456,0.00015271350710605548,9.398271780932138e-05,7.76349723349727e-05,2.4891628911559708e-05,9.41845418275232e-06,6.929291291596351e-06,0.0,0.9999996636266365
79,5.8327141260330445e-05,0.0005906716266040385,0.0014550838965624996,0.9976149110275634,0.00016912852725313812,0.00010407391871941315,8.59770317539819e-05,2.744806647544962e-05,1.0360299601027553e-05,7.602038018935802e-06,0.0,0.9999997981759817
80,5.240697005974327e-05,0.0006553898617740936,0.0013056668484204075,0.9976749200356422,0.00018735996356403724,0.00011557788775691776,9.559730995493607e-05,3.067725076667899e-05,1.1436694364770675e-05,8.409334091743144e-06,0.0,0.9999997309013091
81,4.736136960469739e-05,0.0007276428602903508,0.0011719920736980585,0.9977082882733181,0.00020787873874789052,0.00012788915286722973,0.00010582306021049572,3.4108259076110194e-05,1.2782187819449579e-05,9.41845418275232e-06,0.0,1.000000470922709
82,4.23157691496515e-05,0.0008072960728073419,0.0010517722335224985,0.9977153521139552,0.00023041575411376214,0.00014161318610495454,0.00011759612793893613,3.801019009467901e-05,1.3993131928660592e-05,1.0562123619229389e-05,0.0,0.9999993272532727
83,3.827928878561479e-05,0.0008960986408161494,0.000944469130511856,0.9976967843042807,0.0002556437563889916,0.0001568845368155601,0.00013071468912205544,4.177757176777994e-05,1.554044940154133e-05,1.1705793055706457e-05,0.0,0.9999998654506546
84,3.47137311307157e-05,0.0009948578603895808,0.0008481317991568465,0.9976519120975671,0.00028329364688264305,0.00017383775434451427,0.00014517874375985363,4.662134820462399e-05,1.7155041547156013e-05,1.2984011837651415e-05,0.0,0.9999997309013091
85,3.108089880308266e-05,0.0011047174009641133,0.000761683844693727,0.9975808700431601,0.0003143745456857257,0.0001926746627100189,0.00016145921456146836,5.159967398693593e-05,1.9106007056440423e-05,1.4262230619596372e-05,0.0,0.9999996636266364
86,2.818808787552302e-05,0.001226686382630756,0.0006839143230132865,0.9974826490209685,0.00034875190345277164,0.00021339526191207402,0.00017928700283596384,5.7250746496587326e-05,2.1258796583926668e-05,1.6011372110678946e-05,0.0,0.9999995963519637
87,2.549710096616521e-05,0.0013624466722078573,0.000614486860751855,0.9973562399109014,0.0003870984669111204,0.00023633592531434932,0.00019913303129247766,6.337274171537634e-05,2.3613410129614747e-05,1.762596425629363e-05,0.0,0.999999730901309
88,2.287338872954135e-05,0.0015133437631500962,0.0005520559644547539,0.9972002299448314,0.0004295487854062398,0.0002620348502987164,0.00022153549731288139,7.050385702517451e-05,2.6035298348036774e-05,1.9442380420110148e-05,0.0,0.9999995290772908
89,2.0720599202055105e-05,0.0016813286209667571,0.0004960161620673776,0.9970131390799583,0.00047643923230179954,0.0002904920368651752,0.0002461580275335053,7.830771906231216e-05,2.899538394833036e-05,2.1796993965798228e-05,0.0,0.9999999327253272
90,1.8769633692770698e-05,0.0018678812884579872,0.0004460310802260564,0.9967927472520819,0.000528711653016075,0.0003219765837046615,0.00027347154466348707,8.691887717225714e-05,3.222456823955973e-05,2.415160751148631e-05,0.0,1.0000002690986909
91,1.6953217528954178e-05,0.0020414499441115657,0.0004006879508033773,0.9965701353600053,0.0005868369702582035,0.00035675758950811114,0.0002703096350449916,9.647188070047735e-05,3.599194991266066e-05,2.6708045075376224e-05,0.0,0.999999529077291
92,1.5338625383339496e-05,0.0021937598031812173,0.0003601885978175423,0.9963537127378201,0.000651286106737323,0.00039564235034833143,0.00025961296208029433,0.00010703400431970673,3.969205691302764e-05,2.9668130675669813e-05,0.0,0.9999995963519636
93,1.3858582583192701e-05,0.002363762901179897,0.00032386027454121195,0.9961035855045953,0.0007230009078717086,0.00043856359155258843,0.0002888101700468265,0.00011900889606634898,4.4064910640734075e-05,3.283004029416524e-05,0.0,0.9999994618026181
94,1.2580363801247743e-05,0.0025531411049259526,0.0002911647835925146,0.9958176008708034,0.0008027213950614336,0.0004863286091936895,0.00032157293566825783,0.00013212745724946827,4.85723137139084e-05,3.673197131273405e-05,0.0,1.000000269098691
95,1.123487034656884e-05,0.0027285261767433476,0.00026190030095324846,0.9955266379112291,0.0008914566883975072,0.0005390719526171025,0.0003224475064137991,0.00014679333590546833,5.4290660896293736e-05,4.063390233130287e-05,0.0,0.9999994618026182
96,1.0158475582825718e-05,0.0029247663971082656,0.00023593227727794564,0.9951966556414691,0.0009896777105890672,0.0005979372912593045,0.0003588431043628634,0.00016327563072528488,6.0143557424146965e-05,4.487220671354142e-05,0.0,1.0
97,9.28390483728443e-06,0.0031304923463286696,0.00021211704313012905,0.9948403689746701,0.0010945589253812877,0.0006631937238112313,0.0003823219651470103,0.00017646146658113814,6.666920067933965e-05,4.9783257823119415e-05,0.0,0.9999997981759817
98,8.61115810994498e-06,0.0033554588519509824,0.00019092552121893633,0.9944520595636498,0.0012022656764283338,0.0007354467223274884,0.0004125955678772856,0.00018709086487310147,7.42039640255415e-05,5.536705566003686e-05,0.0,1.0000001345493457
99,7.669312691669748e-06,0.0036076043253578088,0.00017168496481702802,0.994019348868625,0.0013165653454033067,0.000815705406899085,0.00045450768899053345,0.000202362215583707,8.234419942634887e-05,6.135450153335798e-05,0.0,0.9999999327253272
