0
4,211498,0,0,0,0,0,0,0,0,0,0
3,584361,0,0,0,0,0,0,0,0,0,0
26,32689,0,0,0,0,0,0,0,0,0,0
28,3.12036e+06,0,0,0,0,0,0,0,0,0,0
20,208711,0,0,0,0,0,0,0,0,0,0
15,106317,0,0,0,0,0,0,0,0,0,0
21,129752,0,0,0,0,0,0,0,0,0,0
29,619087,0,0,0,0,0,0,0,0,0,0
17,424830,0,0,0,0,0,0,0,0,0,0
31,599589,0,0,0,0,0,0,0,0,0,0
25,114081,0,0,0,0,0,0,0,0,0,0
24,87675,0,0,0,0,0,0,0,0,0,0
22,1.05466e+06,0,0,0,0,0,0,0,0,0,0
13,188937,0,0,0,0,0,0,0,0,0,0
9,311908,0,0,0,0,0,0,0,0,0,0
6,149960,0,0,0,0,0,0,0,0,0,0
34,114434,0,0,0,0,0,0,0,0,0,0
30,168493,0,0,0,0,0,0,0,0,0,0
5,592163,0,0,0,0,0,0,0,0,0,0
7,1.60595e+06,0,0,0,0,0,0,0,0,0,0
19,169884,0,0,0,0,0,0,0,0,0,0
2,139757,0,0,0,0,0,0,0,0,0,0
1,1.2258e+06,0,0,0,0,0,0,0,0,0,0
18,147977,0,0,0,0,0,0,0,0,0,0
33,83441,0,0,0,0,0,0,0,0,0,0
16,212719,0,0,0,0,0,0,0,0,0,0
32,712402,0,0,0,0,0,0,0,0,0,0
8,130964,0,0,0,0,0,0,0,0,0,0
12,199023,0,0,0,0,0,0,0,0,0,0
23,173170,0,0,0,0,0,0,0,0,0,0
11,507524,0,0,0,0,0,0,0,0,0,0
10,155203,0,0,0,0,0,0,0,0,0,0
14,472485,0,0,0,0,0,0,0,0,0,0
27,108631,0,0,0,0,0,0,0,0,0,0
1
28,3.12036e+06,0.999999,5.99972e-07,0,0,0,0,0,0,0,0
17,424830,1,4.99977e-07,0,0,0,0,0,0,0,0
22,1.05466e+06,1,2.99986e-07,0,0,0,0,0,0,0,0
2
28,3.12036e+06,0.999999,5.99972e-07,0,0,0,0,0,0,0,0
17,424830,1,4.99977e-07,0,0,0,0,0,0,0,0
22,1.05466e+06,1,2.99986e-07,0,0,0,0,0,0,0,0
3
28,3.12036e+06,0.999999,5.99972e-07,0,0,0,0,0,0,0,0
17,424830,1,4.99977e-07,0,0,0,0,0,0,0,0
22,1.05466e+06,1,2.99986e-07,0,0,0,0,0,0,0,0
4
28,3.12036e+06,0.999999,5.99972e-07,0,0,0,0,0,0,0,0
17,424830,1,4.99977e-07,0,0,0,0,0,0,0,0
22,1.05466e+06,1,2.99986e-07,0,0,0,0,0,0,0,0
5
28,3.12036e+06,0.999999,5.99972e-07,0,0,0,0,0,0,0,0
17,424830,1,4.99977e-07,0,0,0,0,0,0,0,0
22,1.05466e+06,1,2.99986e-07,0,0,0,0,0,0,0,0
6
28,3.12036e+06,0.999999,5.1487e-07,0,0,8.51024e-08,0,0,8.51024e-08,0,0
17,424830,1,4.29058e-07,0,0,7.09187e-08,0,0,7.09187e-08,0,0
22,1.05466e+06,1,2.57435e-07,0,0,4.25512e-08,0,0,4.25512e-08,0,0
7
28,3.12036e+06,0.999999,5.26217e-07,0,0,1.39001e-07,0,6.52452e-08,5.46074e-08,0,7.09187e-10
20,208711,1,6.38268e-09,0,0,0,0,6.38268e-09,0,0,0
15,106317,1,4.96431e-09,0,0,0,0,4.96431e-09,0,0,0
17,424830,0.999999,4.38278e-07,0,0,1.16307e-07,0,5.46074e-08,4.5388e-08,0,0
22,1.05466e+06,1,2.63108e-07,0,0,6.95003e-08,0,3.26226e-08,2.76583e-08,0,0
7,1.60595e+06,1,8.51024e-09,0,0,0,0,8.51024e-09,0,0,0
1,1.2258e+06,1,1.34746e-08,0,0,0,0,1.34746e-08,0,0,0
32,712402,1,2.83675e-09,0,0,0,0,2.83675e-09,0,0,0
23,173170,1,8.51024e-09,0,0,0,0,8.51024e-09,0,0,0
27,108631,1,7.09187e-10,0,0,0,0,7.09187e-10,0,0,0
8
